ligand_id,label,selection_role,FA10_3KL6_reference,FA10_1LPK_aligned,FA10_1KSN_aligned,FA10_2WYJ_aligned,FA10_2PHB_aligned,FA10_1EZQ_aligned,FA10_5K0H_aligned,FA10_4A7I_aligned,FA10_2W3K_aligned,FA10_1NFU_aligned,FA10_1F0R_aligned,FA10_2Y81_aligned,FA10_1LPZ_aligned
FA10_decoy_L024899,decoy,development_train,-9.248,-9.104,-9.559,-9.136,-9.738,-9.258,-9.129,-9.216,-9.602,-9.104,-9.269,-9.111,-8.948
FA10_decoy_L024881,decoy,development_train,-8.098,-8.293,-7.972,-8.468,-8.289,-7.472,-8.376,-7.939,-8.58,-8.381,-8.623,-8.53,-8.422
FA10_decoy_L024904,decoy,development_train,-9.7,-7.515,-9.313,-9.278,-9.924,-9.881,-9.81,-9.305,-9.941,-9.371,-10.068,-9.652,-8.941
FA10_decoy_L012860,decoy,development_train,-8.221,-7.576,-8.095,-7.701,-8.109,-7.466,-7.861,-8.088,-7.888,-8.444,-7.831,-7.925,-7.539
FA10_decoy_L017943,decoy,development_train,-8.361,-8.654,-8.016,-8.707,-7.625,-8.258,-8.51,-8.687,-7.86,-9.498,-8.686,-8.836,-9.079
FA10_decoy_L002121,decoy,development_train,-9.379,-8.295,-9.233,-8.849,-9.623,-9.308,-9.328,-9.133,-10.03,-8.85,-9.666,-9.182,-8.781
FA10_decoy_L013725,decoy,development_train,-7.421,-8.121,-7.278,-7.311,-7.719,-7.466,-7.331,-7.703,-7.648,-7.458,-7.169,-7.391,-7.878
FA10_decoy_L014026,decoy,development_train,-7.513,-7.434,-7.462,-7.242,-7.755,-7.129,-7.209,-7.597,-7.771,-7.282,-7.525,-7.527,-7.351
FA10_decoy_L026264,decoy,development_train,-8.743,-7.799,-8.257,-8.886,-8.773,-7.986,-8.167,-8.237,-8.581,-8.236,-8.098,-8.828,-8.67
FA10_decoy_L020295,decoy,development_train,-10.81,-9.847,-9.551,-9.853,-11.2,-9.669,-10.636,-10.044,-10.973,-9.587,-9.592,-10.332,-9.907
FA10_decoy_L020296,decoy,development_train,-9.792,-10.404,-9.399,-8.95,-10.214,-9.778,-9.583,-10.008,-10.181,-10.092,-9.771,-9.419,-10.587
FA10_decoy_L003386,decoy,development_train,-10.869,-9.687,-10.364,-10.71,-11.099,-10.672,-11.174,-9.667,-11.293,-10.78,-10.586,-10.66,-10.015
FA10_decoy_L022783,decoy,development_train,-10.38,-9.529,-10.919,-10.27,-11.118,-10.551,-10.712,-10.103,-11.23,-10.326,-10.331,-10.587,-9.71
FA10_decoy_L002520,decoy,development_train,-10.524,-9.959,-9.301,-10.037,-9.728,-8.816,-9.739,-10.636,-10.16,-9.411,-9.713,-10.113,-9.906
FA10_decoy_L009902,decoy,development_train,-6.882,-7.03,-7.111,-7.181,-7.029,-6.745,-6.905,-6.462,-6.877,-7.023,-6.624,-7.2,-7.313
FA10_decoy_L000778,decoy,development_train,-8.757,-8.474,-9.173,-9.373,-9.648,-8.628,-9.344,-8.355,-9.906,-8.735,-9.473,-9.03,-8.783
FA10_decoy_L000779,decoy,development_train,-8.348,-8.725,-9.259,-8.362,-8.417,-8.102,-8.526,-8.653,-8.658,-8.933,-8.198,-8.695,-8.702
FA10_decoy_L010088,decoy,development_train,-8.929,-9.251,-8.847,-8.955,-9.402,-8.725,-9.108,-9.074,-8.981,-8.724,-8.434,-9.041,-9.276
FA10_decoy_L010091,decoy,development_train,-8.861,-9.103,-8.589,-8.575,-8.675,-8.733,-8.638,-8.986,-8.894,-8.879,-9.006,-8.674,-9.285
FA10_decoy_L010092,decoy,development_train,-8.658,-9.223,-8.666,-8.157,-10.159,-8.483,-8.375,-9.175,-8.943,-8.373,-8.569,-10.392,-9.446
FA10_decoy_L010406,decoy,development_train,-8.623,-9.386,-7.991,-9.154,-9.059,-8.064,-8.764,-9.216,-8.61,-8.696,-7.991,-8.103,-9.752
FA10_decoy_L016606,decoy,development_train,-9.231,-9.147,-9.159,-8.315,-10.142,-8.499,-9.354,-9.15,-9.387,-8.727,-8.355,-8.352,-9.342
FA10_decoy_L016653,decoy,development_train,-8.875,-8.585,-8.771,-9.129,-9.357,-8.683,-8.624,-8.305,-8.69,-8.591,-8.724,-8.956,-9.013
FA10_decoy_L016661,decoy,development_train,-8.569,-9.273,-8.549,-9.675,-9.495,-8.448,-9.099,-8.89,-9.391,-9.14,-8.626,-8.733,-8.99
FA10_decoy_L025507,decoy,development_train,-8.597,-9.96,-8.573,-9.062,-9.007,-8.636,-9.236,-9.558,-8.996,-8.711,-8.576,-8.945,-9.619
FA10_decoy_L025563,decoy,development_train,-9.374,-9.091,-8.431,-8.972,-9.273,-8.61,-8.913,-9.183,-8.865,-8.565,-8.574,-8.677,-9.069
FA10_decoy_L025572,decoy,development_train,-8.629,-8.798,-8.824,-8.724,-9.065,-8.746,-8.734,-8.685,-9.171,-8.389,-8.033,-8.633,-8.991
FA10_decoy_L025676,decoy,development_train,-8.834,-8.97,-8.954,-8.076,-9.473,-8.527,-9.021,-8.75,-9.22,-8.095,-8.784,-8.826,-8.887
FA10_decoy_L015654,decoy,development_train,-9.115,-8.451,-9.793,-9.654,-8.965,-9.785,-9.173,-8.545,-8.789,-9.483,-9.538,-9.729,-8.397
FA10_decoy_L015656,decoy,development_train,-9.574,-8.82,-9.431,-9.325,-9.291,-10.2,-9.311,-8.965,-9.057,-9.608,-9.662,-9.41,-8.928
FA10_decoy_L007343,decoy,development_train,-9.45,-8.872,-9.065,-9.749,-9.47,-9.146,-9.327,-9.329,-9.596,-9.071,-9.015,-9.43,-9.548
FA10_decoy_L008045,decoy,development_train,-9.386,-8.967,-9.605,-9.484,-9.902,-9.348,-9.172,-9.68,-10.055,-9.299,-9.378,-9.424,-9.602
FA10_decoy_L009407,decoy,development_train,-10.307,-9.902,-10.032,-9.924,-10.239,-9.835,-10.028,-9.714,-10.461,-9.642,-10.0,-10.264,-9.549
FA10_decoy_L017422,decoy,development_train,-10.02,-9.611,-9.792,-9.943,-10.078,-9.441,-9.356,-9.148,-10.236,-9.489,-9.78,-9.817,-10.272
FA10_decoy_L023738,decoy,development_train,-10.597,-9.334,-10.112,-10.147,-10.176,-9.447,-9.853,-10.184,-10.018,-9.976,-9.523,-10.263,-9.448
FA10_decoy_L012637,decoy,development_train,-10.941,-10.243,-9.98,-10.933,-10.899,-10.19,-11.113,-10.011,-11.006,-10.603,-10.352,-10.325,-10.002
FA10_decoy_L017754,decoy,development_train,-9.278,-8.532,-8.204,-8.679,-9.387,-9.042,-9.791,-9.396,-9.367,-9.491,-8.839,-8.911,-8.534
FA10_decoy_L001352,decoy,development_train,-8.079,-7.69,-7.998,-8.406,-7.922,-8.041,-8.003,-8.094,-8.197,-8.098,-7.703,-8.113,-7.308
FA10_decoy_L004662,decoy,development_train,-7.568,-7.511,-7.9,-7.939,-7.931,-7.371,-7.793,-7.875,-8.387,-7.753,-8.722,-7.573,-7.817
FA10_decoy_L004148,decoy,development_train,-9.996,-9.623,-9.79,-10.924,-9.136,-9.106,-10.445,-9.411,-11.066,-9.633,-9.41,-11.78,-9.586
FA10_decoy_L004749,decoy,development_train,-8.949,-8.189,-9.112,-9.224,-9.026,-8.357,-8.236,-8.232,-9.478,-8.662,-8.965,-9.453,-8.561
FA10_decoy_L011970,decoy,development_train,-8.01,-8.248,-7.511,-8.552,-8.375,-7.695,-7.925,-8.16,-8.337,-7.725,-7.5,-8.412,-9.051
FA10_decoy_L019539,decoy,development_train,-7.5,-7.506,-7.288,-7.046,-7.434,-7.498,-6.665,-7.768,-7.053,-7.22,-7.35,-6.915,-6.81
FA10_decoy_L023440,decoy,development_train,-9.536,-8.186,-9.211,-9.263,-9.277,-9.651,-9.172,-8.573,-9.387,-8.976,-9.74,-9.302,-9.981
FA10_decoy_L023517,decoy,development_train,-8.948,-9.137,-9.223,-9.317,-9.057,-9.305,-9.569,-8.179,-9.334,-9.055,-9.704,-9.295,-8.41
FA10_decoy_L008249,decoy,development_train,-6.96,-6.526,-8.516,-8.691,-8.221,-8.327,-7.538,-6.605,-7.062,-7.451,-7.812,-8.668,-7.373
FA10_decoy_L011585,decoy,development_train,-8.433,-8.337,-8.878,-8.491,-8.823,-8.739,-8.349,-6.42,-8.446,-8.261,-7.981,-8.194,-8.39
FA10_decoy_L014633,decoy,development_train,-8.581,-8.718,-8.907,-9.008,-9.016,-8.92,-8.813,-9.187,-8.819,-8.235,-9.143,-9.004,-9.185
FA10_decoy_L016921,decoy,development_train,-9.349,-8.868,-10.026,-10.176,-10.032,-10.219,-9.803,-8.935,-9.611,-10.114,-9.945,-9.694,-9.562
FA10_decoy_L022057,decoy,development_train,-9.602,-8.778,-10.187,-9.039,-9.156,-9.911,-9.952,-9.682,-9.658,-9.178,-10.148,-9.12,-9.157
FA10_decoy_L004135,decoy,development_train,-9.364,-7.931,-8.835,-9.556,-9.476,-8.888,-9.239,-7.653,-8.357,-9.008,-9.677,-9.318,-9.763
FA10_decoy_L010954,decoy,development_train,-8.995,-7.537,-7.791,-8.737,-8.884,-8.416,-8.78,-7.817,-9.135,-8.279,-8.104,-8.676,-8.81
FA10_decoy_L012833,decoy,development_train,-8.883,-8.044,-8.83,-9.281,-9.493,-8.873,-8.623,-8.194,-9.259,-8.717,-9.193,-9.089,-7.717
FA10_decoy_L017408,decoy,development_train,-9.064,-9.947,-9.09,-9.722,-8.97,-9.514,-9.443,-10.37,-9.861,-9.5,-9.338,-8.799,-9.711
FA10_decoy_L010559,decoy,development_train,-10.036,-9.436,-9.337,-9.997,-9.693,-9.127,-9.622,-9.221,-10.252,-9.518,-9.191,-9.983,-9.17
FA10_decoy_L007204,decoy,development_train,-8.882,-9.473,-8.869,-8.266,-9.017,-8.737,-8.713,-9.192,-9.09,-8.613,-9.104,-8.812,-9.145
FA10_decoy_L011632,decoy,development_train,-8.488,-8.285,-8.998,-8.748,-8.877,-8.346,-8.478,-8.365,-8.115,-8.399,-8.663,-8.826,-8.684
FA10_decoy_L007544,decoy,development_train,-6.986,-6.755,-6.861,-6.294,-6.727,-6.309,-6.412,-6.873,-6.511,-6.498,-6.828,-6.651,-6.863
FA10_decoy_L008129,decoy,development_train,-7.366,-7.313,-6.997,-7.406,-7.553,-6.717,-6.932,-7.026,-7.604,-7.177,-7.558,-7.289,-7.176
FA10_decoy_L011605,decoy,development_train,-7.603,-7.575,-7.244,-7.057,-7.301,-7.034,-7.174,-7.103,-7.106,-6.978,-6.939,-7.048,-7.68
FA10_decoy_L020908,decoy,development_train,-7.329,-7.58,-6.795,-8.039,-7.236,-6.654,-6.945,-7.09,-7.321,-7.238,-6.988,-7.818,-7.849
FA10_decoy_L020332,decoy,development_train,-9.466,-8.453,-8.936,-8.812,-9.268,-8.548,-8.679,-8.7,-9.132,-8.779,-8.621,-9.084,-8.754
FA10_decoy_L021547,decoy,development_train,-9.111,-8.051,-8.967,-8.937,-8.338,-8.311,-8.402,-8.009,-8.34,-9.047,-8.76,-8.816,-8.284
FA10_decoy_L001022,decoy,development_train,-8.179,-7.628,-7.914,-7.398,-7.755,-7.625,-7.878,-7.929,-8.083,-7.49,-7.784,-7.509,-7.876
FA10_decoy_L004528,decoy,development_train,-8.722,-7.918,-8.566,-8.36,-8.957,-7.958,-8.224,-7.344,-8.691,-8.132,-8.477,-8.779,-7.346
FA10_decoy_L014656,decoy,development_train,-8.464,-7.615,-8.941,-8.394,-8.267,-8.772,-8.019,-7.559,-7.916,-7.722,-8.229,-8.609,-7.683
FA10_decoy_L013974,decoy,development_train,-8.117,-8.032,-8.269,-8.923,-8.997,-8.366,-8.568,-8.329,-8.363,-8.387,-8.356,-9.172,-8.402
FA10_decoy_L013987,decoy,development_train,-8.64,-7.772,-8.717,-8.982,-9.052,-8.553,-8.95,-8.782,-8.636,-7.729,-8.756,-9.485,-8.561
FA10_decoy_L021762,decoy,development_train,-8.423,-6.807,-8.715,-8.25,-7.85,-7.985,-7.675,-7.307,-7.682,-9.067,-8.325,-8.356,-7.757
FA10_decoy_L021763,decoy,development_train,-9.088,-7.304,-8.223,-8.552,-8.028,-7.456,-7.846,-8.352,-7.529,-7.847,-7.709,-8.241,-7.389
FA10_decoy_L022534,decoy,development_train,-8.643,-7.964,-8.555,-7.154,-7.824,-8.212,-7.853,-7.914,-7.743,-7.712,-7.601,-8.107,-7.848
FA10_decoy_L022538,decoy,development_train,-7.602,-6.93,-7.784,-7.36,-8.546,-7.355,-8.192,-8.21,-7.714,-7.688,-6.719,-7.721,-7.709
FA10_decoy_L022539,decoy,development_train,-7.626,-8.231,-8.219,-8.16,-7.718,-8.418,-9.128,-6.765,-8.574,-7.415,-6.989,-9.708,-9.406
FA10_decoy_L022541,decoy,development_train,-8.459,-6.74,-8.191,-7.866,-8.204,-7.761,-8.126,-8.181,-7.822,-8.306,-8.02,-8.659,-7.124
FA10_decoy_L022543,decoy,development_train,-8.464,-8.107,-8.378,-8.131,-8.856,-8.167,-8.813,-7.503,-8.428,-8.221,-8.308,-8.605,-8.68
FA10_decoy_L022545,decoy,development_train,-7.607,-7.823,-8.077,-7.666,-8.095,-7.87,-8.164,-8.395,-8.188,-7.768,-8.277,-8.593,-7.252
FA10_decoy_L022546,decoy,development_train,-8.013,-7.041,-9.176,-8.069,-8.442,-7.707,-8.057,-8.427,-6.906,-7.939,-8.311,-8.526,-7.443
FA10_decoy_L022548,decoy,development_train,-8.958,-8.075,-7.598,-8.308,-8.038,-7.907,-7.73,-8.364,-8.076,-8.216,-7.81,-8.061,-8.227
FA10_decoy_L002825,decoy,development_train,-10.026,-8.919,-8.88,-9.801,-10.451,-8.97,-10.266,-10.044,-10.619,-9.758,-9.08,-10.193,-9.737
FA10_decoy_L009198,decoy,development_train,-8.268,-7.075,-8.265,-8.224,-8.358,-8.542,-8.384,-6.593,-8.741,-8.602,-8.316,-8.163,-7.318
FA10_decoy_L015180,decoy,development_train,-7.978,-6.544,-8.169,-7.559,-7.938,-7.159,-7.667,-7.295,-7.065,-7.27,-8.148,-7.622,-6.859
FA10_decoy_L015445,decoy,development_train,-9.582,-8.051,-9.08,-9.043,-9.187,-9.219,-9.505,-8.612,-9.431,-9.446,-8.994,-9.486,-8.488
FA10_decoy_L015446,decoy,development_train,-9.383,-8.588,-9.339,-8.999,-9.245,-9.445,-9.212,-8.221,-9.723,-9.063,-9.291,-9.129,-8.087
FA10_decoy_L002441,decoy,development_train,-8.806,-7.986,-8.549,-9.239,-8.092,-7.691,-8.482,-8.133,-8.658,-8.549,-7.921,-8.754,-8.758
FA10_decoy_L002442,decoy,development_train,-8.453,-7.808,-8.071,-8.006,-8.746,-7.297,-8.082,-7.73,-8.921,-7.925,-7.797,-8.061,-8.425
FA10_decoy_L026927,decoy,development_train,-8.584,-8.335,-8.763,-8.414,-8.825,-8.718,-8.702,-8.624,-8.91,-8.366,-8.732,-8.325,-8.407
FA10_decoy_L008090,decoy,development_train,-8.13,-7.332,-8.01,-8.69,-7.865,-7.917,-8.142,-8.58,-7.848,-8.091,-8.055,-8.633,-7.534
FA10_decoy_L008091,decoy,development_train,-8.308,-8.573,-7.243,-7.65,-8.06,-8.415,-8.302,-8.218,-7.979,-8.744,-8.794,-8.082,-7.377
FA10_decoy_L008092,decoy,development_train,-8.111,-7.784,-7.877,-7.863,-7.889,-7.551,-7.757,-8.75,-7.922,-7.931,-8.155,-7.983,-7.787
FA10_decoy_L008093,decoy,development_train,-8.062,-8.691,-7.398,-7.075,-8.414,-7.522,-7.675,-8.284,-8.241,-8.159,-8.764,-7.48,-7.064
FA10_decoy_L013037,decoy,development_train,-7.232,-7.25,-7.288,-6.853,-7.286,-6.777,-6.97,-7.241,-7.303,-7.303,-7.4,-7.201,-6.995
FA10_decoy_L011933,decoy,development_train,-7.372,-6.664,-6.262,-7.274,-7.607,-6.845,-6.834,-6.857,-7.478,-7.634,-6.583,-7.371,-6.712
FA10_decoy_L012599,decoy,development_train,-6.924,-6.671,-5.975,-6.569,-6.776,-6.287,-6.713,-6.268,-6.004,-6.362,-5.585,-6.264,-6.529
FA10_decoy_L014495,decoy,development_train,-7.245,-6.85,-6.04,-7.572,-6.838,-6.502,-6.954,-6.557,-6.575,-7.009,-6.197,-7.297,-6.624
FA10_decoy_L017813,decoy,development_train,-6.644,-6.424,-5.992,-7.331,-6.85,-6.697,-6.764,-6.632,-6.74,-7.536,-6.422,-7.468,-6.698
FA10_decoy_L021615,decoy,development_train,-6.892,-6.877,-6.172,-6.627,-7.013,-6.423,-6.727,-6.014,-6.659,-6.716,-6.27,-6.961,-6.82
FA10_decoy_L026775,decoy,development_train,-6.923,-6.322,-5.789,-6.238,-6.486,-6.05,-6.193,-6.569,-6.511,-6.114,-7.169,-6.614,-6.516
FA10_decoy_L026816,decoy,development_train,-7.084,-6.687,-5.393,-6.911,-7.091,-6.069,-6.186,-6.245,-7.07,-6.757,-6.218,-7.326,-6.599
FA10_decoy_L026817,decoy,development_train,-6.46,-6.248,-5.936,-6.605,-6.035,-6.424,-6.281,-6.226,-5.643,-6.711,-6.27,-6.977,-6.225
FA10_decoy_L008974,decoy,development_train,-8.112,-7.811,-8.055,-8.23,-7.797,-7.62,-8.058,-7.325,-8.036,-8.045,-8.185,-7.946,-7.881
FA10_decoy_L009010,decoy,development_train,-7.654,-7.92,-8.196,-7.856,-8.041,-7.654,-7.885,-8.082,-8.484,-7.942,-8.24,-7.904,-7.881
FA10_decoy_L016510,decoy,development_train,-8.139,-7.391,-7.54,-8.496,-7.744,-7.502,-7.513,-7.225,-7.824,-7.157,-7.674,-8.523,-7.451
FA10_decoy_L020797,decoy,development_train,-8.267,-7.893,-8.43,-8.196,-8.15,-7.755,-8.384,-7.966,-7.91,-8.35,-8.524,-7.841,-8.285
FA10_decoy_L005870,decoy,development_train,-9.17,-8.471,-9.537,-8.663,-9.472,-8.471,-9.596,-7.986,-9.179,-9.163,-8.727,-8.98,-8.524
FA10_decoy_L010892,decoy,development_train,-8.06,-7.576,-8.068,-7.712,-8.026,-7.899,-8.089,-7.286,-7.658,-8.53,-8.319,-8.134,-7.657
FA10_decoy_L011343,decoy,development_train,-8.085,-7.987,-8.569,-8.026,-7.98,-8.027,-8.475,-7.906,-7.88,-8.244,-8.032,-8.008,-7.961
FA10_decoy_L016342,decoy,development_train,-8.266,-7.86,-7.841,-7.948,-8.16,-7.72,-7.759,-7.986,-7.999,-7.608,-8.316,-8.168,-7.96
FA10_decoy_L021788,decoy,development_train,-8.824,-9.118,-8.129,-8.144,-8.622,-8.405,-8.602,-8.434,-8.657,-8.679,-8.886,-8.207,-9.064
FA10_decoy_L024286,decoy,development_train,-8.488,-7.831,-8.444,-7.861,-8.865,-8.404,-8.488,-7.429,-8.685,-8.349,-8.759,-8.227,-7.802
FA10_decoy_L024290,decoy,development_train,-8.042,-7.945,-8.284,-7.88,-8.376,-8.463,-8.51,-7.347,-8.13,-8.372,-8.633,-8.255,-7.759
FA10_decoy_L008064,decoy,development_train,-7.171,-7.817,-7.09,-7.632,-7.114,-7.742,-7.301,-7.684,-7.145,-7.836,-7.981,-8.003,-7.833
FA10_decoy_L018980,decoy,development_train,-7.601,-7.425,-7.901,-7.963,-8.004,-7.733,-7.701,-8.196,-7.903,-7.927,-7.55,-7.548,-8.013
FA10_decoy_L015135,decoy,development_train,-8.54,-8.642,-8.8,-9.123,-8.488,-8.781,-8.396,-8.021,-8.323,-8.554,-8.521,-8.427,-8.696
FA10_decoy_L009761,decoy,development_train,-9.255,-8.185,-8.342,-8.352,-9.278,-8.358,-9.395,-8.409,-9.209,-8.643,-8.715,-8.889,-8.66
FA10_decoy_L009762,decoy,development_train,-9.048,-8.26,-8.612,-8.782,-9.585,-8.367,-8.967,-8.053,-9.305,-8.907,-8.612,-8.671,-8.403
FA10_decoy_L011097,decoy,development_train,-9.042,-8.98,-8.722,-9.193,-8.758,-8.539,-8.805,-8.417,-8.981,-9.192,-8.723,-8.975,-9.583
FA10_decoy_L007522,decoy,development_train,-6.84,-6.531,-6.172,-6.994,-6.361,-6.144,-6.815,-6.35,-6.061,-6.409,-6.337,-7.108,-6.391
FA10_decoy_L008402,decoy,development_train,-8.031,-7.369,-7.726,-8.012,-7.378,-7.881,-8.124,-7.325,-7.085,-7.817,-8.01,-8.26,-7.45
FA10_decoy_L008403,decoy,development_train,-7.202,-6.886,-7.199,-7.556,-6.757,-7.049,-7.49,-6.881,-6.342,-7.0,-7.01,-7.842,-7.519
FA10_decoy_L008410,decoy,development_train,-7.715,-5.987,-7.415,-6.746,-7.699,-7.205,-7.902,-6.13,-6.831,-7.371,-7.522,-7.631,-6.529
FA10_decoy_L008411,decoy,development_train,-7.102,-6.672,-7.237,-6.766,-6.597,-7.134,-6.744,-6.555,-6.936,-7.193,-7.167,-7.045,-7.052
FA10_decoy_L014811,decoy,development_train,-9.573,-9.752,-9.433,-9.795,-9.649,-9.826,-9.309,-9.658,-9.848,-9.523,-10.424,-9.58,-9.391
FA10_decoy_L025281,decoy,development_train,-9.135,-8.588,-9.542,-9.08,-9.511,-9.425,-9.042,-7.85,-9.212,-9.116,-9.262,-9.216,-8.504
FA10_decoy_L009813,decoy,development_train,-9.092,-7.957,-9.224,-8.955,-8.722,-9.1,-8.674,-8.418,-9.238,-8.434,-8.849,-8.85,-7.488
FA10_decoy_L016683,decoy,development_train,-8.484,-7.915,-7.278,-8.698,-8.297,-8.604,-8.011,-7.918,-7.39,-7.963,-9.408,-8.987,-8.419
FA10_decoy_L012964,decoy,development_train,-7.62,-7.03,-8.325,-8.116,-8.151,-8.114,-7.781,-7.897,-8.2,-7.47,-7.912,-7.986,-7.813
FA10_decoy_L012983,decoy,development_train,-7.935,-7.297,-7.794,-8.769,-8.027,-7.982,-7.824,-7.98,-8.112,-8.113,-7.59,-8.806,-7.31
FA10_decoy_L024518,decoy,development_train,-8.259,-8.132,-9.003,-7.98,-7.737,-8.745,-7.518,-8.197,-7.737,-8.35,-8.052,-8.147,-8.368
FA10_decoy_L024519,decoy,development_train,-6.884,-6.736,-7.61,-8.28,-7.149,-7.251,-6.743,-7.471,-7.281,-7.425,-7.464,-6.705,-6.885
FA10_decoy_L006228,decoy,development_train,-7.764,-7.862,-7.564,-8.054,-8.604,-7.663,-7.359,-8.028,-8.677,-7.631,-7.388,-8.059,-7.966
FA10_decoy_L012182,decoy,development_train,-7.11,-7.226,-6.706,-7.087,-7.493,-7.162,-7.149,-7.013,-7.439,-6.838,-7.166,-7.137,-6.902
FA10_decoy_L012331,decoy,development_train,-7.227,-6.722,-6.576,-7.25,-6.848,-6.809,-6.894,-7.057,-6.753,-7.025,-6.453,-7.594,-6.606
FA10_decoy_L013300,decoy,development_train,-8.329,-8.654,-7.704,-8.281,-8.169,-8.036,-8.442,-9.161,-8.368,-7.82,-7.772,-8.115,-8.252
FA10_decoy_L013440,decoy,development_train,-6.862,-7.222,-6.219,-6.988,-6.683,-6.297,-7.075,-7.736,-6.53,-6.718,-6.312,-6.943,-7.218
FA10_decoy_L014512,decoy,development_train,-6.89,-7.354,-7.476,-7.395,-8.022,-7.455,-7.09,-7.178,-7.959,-7.148,-7.503,-7.365,-7.508
FA10_decoy_L018342,decoy,development_train,-6.661,-6.804,-6.661,-7.599,-7.217,-6.696,-7.307,-6.603,-6.935,-6.774,-6.384,-7.745,-6.772
FA10_decoy_L022771,decoy,development_train,-7.255,-8.026,-6.957,-7.521,-7.355,-6.971,-7.244,-7.655,-7.127,-7.423,-7.769,-7.504,-8.021
FA10_decoy_L023687,decoy,development_train,-7.685,-8.385,-7.23,-7.832,-7.775,-7.224,-7.982,-8.926,-7.625,-7.122,-7.874,-7.231,-7.651
FA10_decoy_L027423,decoy,development_train,-7.313,-7.109,-7.129,-7.123,-7.786,-7.207,-6.955,-7.648,-7.575,-7.365,-7.044,-7.12,-7.001
FA10_decoy_L028091,decoy,development_train,-8.034,-8.001,-7.798,-7.749,-7.746,-7.519,-7.941,-8.717,-7.835,-8.005,-7.648,-7.986,-7.779
FA10_decoy_L028092,decoy,development_train,-7.258,-7.718,-6.972,-8.294,-7.564,-7.244,-7.203,-7.87,-7.859,-7.951,-7.191,-7.919,-7.77
FA10_decoy_L028093,decoy,development_train,-7.384,-7.859,-8.189,-8.126,-7.437,-7.341,-7.89,-8.008,-7.634,-7.409,-7.711,-7.817,-7.956
FA10_decoy_L009988,decoy,development_train,-9.669,-8.618,-10.113,-9.543,-9.68,-8.406,-9.37,-7.924,-9.799,-7.942,-9.037,-9.681,-8.755
FA10_decoy_L009989,decoy,development_train,-9.37,-9.621,-9.779,-10.617,-9.511,-9.547,-9.267,-8.759,-9.877,-9.303,-8.507,-8.978,-9.219
FA10_decoy_L009990,decoy,development_train,-9.996,-9.329,-9.252,-9.572,-9.772,-9.215,-9.379,-9.08,-9.92,-9.108,-9.34,-9.636,-8.985
FA10_decoy_L011114,decoy,development_train,-9.964,-9.414,-8.56,-9.556,-9.94,-8.805,-9.513,-9.575,-9.976,-9.374,-9.125,-9.387,-10.059
FA10_decoy_L002452,decoy,development_train,-7.971,-6.909,-7.509,-7.862,-8.493,-7.758,-7.756,-6.417,-7.829,-7.79,-7.61,-7.921,-7.043
FA10_decoy_L014058,decoy,development_train,-8.294,-8.414,-8.826,-9.772,-8.965,-8.472,-8.842,-8.718,-8.642,-8.791,-8.243,-8.359,-9.237
FA10_decoy_L002674,decoy,development_train,-9.436,-9.95,-8.203,-8.964,-9.544,-8.141,-9.199,-10.478,-9.506,-9.523,-8.604,-9.233,-9.74
FA10_decoy_L002760,decoy,development_train,-9.413,-9.407,-8.576,-9.457,-9.036,-8.534,-9.742,-8.906,-8.966,-9.208,-8.614,-9.732,-9.326
FA10_decoy_L002763,decoy,development_train,-9.731,-9.761,-8.537,-9.197,-9.336,-8.308,-9.385,-10.01,-9.014,-9.515,-8.142,-9.032,-9.95
FA10_decoy_L015377,decoy,development_train,-10.428,-9.932,-8.458,-8.976,-10.354,-8.374,-9.125,-9.604,-10.433,-9.744,-8.226,-9.232,-9.987
FA10_decoy_L015379,decoy,development_train,-9.401,-10.083,-8.798,-10.102,-9.004,-8.548,-9.245,-9.534,-9.185,-9.943,-8.494,-10.516,-10.334
FA10_decoy_L015380,decoy,development_train,-10.022,-9.74,-8.34,-9.446,-9.011,-8.656,-9.031,-10.296,-9.073,-9.71,-8.779,-9.928,-9.947
FA10_decoy_L021251,decoy,development_train,-7.573,-6.999,-7.663,-7.744,-8.22,-7.106,-7.73,-6.943,-6.775,-7.189,-7.475,-7.761,-7.385
FA10_decoy_L003840,decoy,development_train,-9.176,-8.831,-8.848,-8.997,-8.576,-8.682,-8.938,-7.909,-8.26,-9.108,-8.818,-9.085,-9.449
FA10_decoy_L001349,decoy,development_train,-9.191,-8.215,-8.276,-8.582,-9.298,-8.346,-8.919,-8.268,-9.344,-7.708,-8.547,-8.228,-8.994
FA10_decoy_L004825,decoy,development_train,-9.121,-9.613,-8.818,-9.06,-8.971,-8.676,-8.966,-9.147,-9.239,-9.171,-8.697,-8.796,-9.575
FA10_decoy_L004826,decoy,development_train,-9.4,-8.715,-8.043,-9.3,-9.528,-8.191,-9.483,-8.06,-9.663,-8.993,-9.156,-9.302,-8.904
FA10_decoy_L016743,decoy,development_train,-7.837,-8.075,-8.325,-7.901,-8.138,-7.649,-8.545,-7.74,-8.15,-7.821,-7.738,-8.205,-8.136
FA10_decoy_L027016,decoy,development_train,-8.629,-8.715,-9.21,-9.777,-8.98,-9.258,-8.802,-8.989,-8.735,-9.066,-9.271,-9.061,-8.647
FA10_decoy_L006196,decoy,development_train,-8.698,-8.167,-8.809,-8.606,-9.115,-8.654,-8.828,-8.455,-8.381,-8.464,-8.929,-8.982,-7.614
